Episode,Average_Reward,Travel_Time,Time_to_Collision,Distance_to_Collision,Success,Average_Speed,Affected_Followers,Avg_Deceleration
1.0,0.7358024691358024,109.89999999999999,,,True,5.240330582677274,1.0,0.5249115371426338
2.0,0.34296820492375163,109.5,,,True,5.44148740228349,1.6666666666666667,0.5522235638110503
3.0,-0.08989310586532806,17.2,,,True,7.047245740868894,1.3333333333333333,0.2877294826592654
4.0,1.9023063184561166,14.5,,,True,8.058381480086029,2.0,0.7637456907485326
5.0,1.7896919233851045,14.266666666666667,,,True,8.307826909987986,1.6666666666666667,0.7637192997375856
6.0,1.7073107046530491,15.266666666666667,,,True,7.794949073937155,1.6666666666666667,0.5143789928796109
7.0,1.7278006218032294,13.9,,,True,8.472297793394317,0.6666666666666666,0.09639061114285437
8.0,1.6755533491248247,14.6,,,True,8.003347258934731,1.0,0.36588659705701093
9.0,0.9704710119682988,15.4,,,True,7.61498409831026,1.0,2.0612042919392515
10.0,0.7038859649122807,14.566666666666668,,,False,8.006167898171235,1.0,1.2260225432878569
11.0,0.7365078731906287,14.733333333333334,,,True,7.896433231103118,1.3333333333333333,0.46472419850195273
12.0,1.1299464442103648,15.200000000000001,,,False,7.651974213621756,1.6666666666666667,0.29672250860604876
13.0,1.4470553955848073,13.866666666666667,,,True,8.398650545831323,1.3333333333333333,0.40488602645248967
14.0,1.6600773704701188,13.766666666666666,,,True,8.4698320667552,1.6666666666666667,0.8605742996484725
15.0,1.3871186794082302,14.233333333333334,,,True,8.181539579884399,1.6666666666666667,0.3025217622892488
16.0,1.0628789008149473,15.933333333333335,,,True,7.74540757612213,1.3333333333333333,0.4217356644064478
17.0,1.5164916875251073,14.100000000000001,,,True,8.254346464334285,1.0,1.822158108507903
18.0,0.8085689662857907,15.066666666666668,,,True,7.74291342439393,1.3333333333333333,0.10919615622775126
19.0,1.7119970521713475,14.5,,,False,8.008247255428655,1.6666666666666667,0.3180045846560449
20.0,1.8660865234982882,13.466666666666669,,,True,8.649836767034067,1.6666666666666667,0.4575363894643954
21.0,1.40606803853842,13.933333333333332,,,True,8.372812848541932,1.0,0.25307003389052635
22.0,1.3568232381957308,14.0,,,True,8.298570817709454,1.3333333333333333,0.575303057916304
23.0,1.8321728122733834,14.366666666666665,,,True,8.19840014804557,1.6666666666666667,0.5485875287333716
24.0,1.5438554574635355,14.033333333333331,,,False,8.37086072710046,1.6666666666666667,0.3706499940849965
25.0,1.358201928790164,13.833333333333334,,,True,8.38836209756632,1.3333333333333333,2.0066125539483037
26.0,0.8037817535762338,15.133333333333333,,,True,7.723290298083381,0.6666666666666666,0.8215173672735371
