Episode,Average_Reward,Travel_Time,Time_to_Collision,Distance_to_Collision,Success,Average_Speed,Affected_Followers,Avg_Deceleration
1.0,-0.9676658484163513,59.666666666666664,,,True,2.22122589827848,2.0,0.3965691780743352
2.0,-0.9352757615625867,61.699999999999996,,,True,2.244209036705157,1.6666666666666667,0.9380630945236422
3.0,-0.9864719637144672,38.36666666666667,,,True,3.410318541214403,2.6666666666666665,0.2756031033657678
4.0,-1.0112398580768396,86.13333333333334,,,True,1.7010185231842374,1.6666666666666667,0.4795170809997436
5.0,-0.7776017651595314,48.43333333333334,,,True,2.79867634118917,2.3333333333333335,0.4035536833893443
6.0,-0.7293097474038239,40.733333333333334,,,True,3.4120558879234246,2.0,0.5362933410745625
7.0,-0.08140069644028225,73.33333333333333,,,True,2.2765537692778945,2.0,0.8191975750997874
8.0,-0.924026659903402,56.866666666666674,,,True,2.577332437313457,2.6666666666666665,0.2881422946466106
9.0,-0.9063366532212092,45.76666666666667,,,True,2.859836670338274,2.6666666666666665,0.5169180653498713
10.0,-0.8878860139439873,52.0,,,True,2.711811341185573,2.0,0.5965251738608609
11.0,-0.937730269508532,43.46666666666667,,,False,3.008514585873385,3.0,0.5136436530887086
12.0,-0.9351702402584339,34.666666666666664,,,True,3.845818615636271,2.6666666666666665,0.5294106254161561
13.0,-0.7190637380637441,43.13333333333333,,,True,2.683294525334304,2.0,0.6508417223950581
14.0,-0.9193101928237946,32.4,,,True,3.9975436134372337,2.0,0.43088571702308515
15.0,-1.0221857397224718,39.16666666666667,,,True,2.5648657347686443,1.3333333333333333,0.1771098158787554
16.0,-1.102340527078482,56.699999999999996,,,True,2.3360227941999896,2.3333333333333335,0.49543230717354597
17.0,-0.9175930980342768,33.63333333333333,,,True,3.823360948729739,2.6666666666666665,0.4122594550030692
18.0,0.5351549304159763,44.300000000000004,,,True,3.1776817743778296,2.0,0.6705649692588751
19.0,0.025428573167166995,45.800000000000004,,,True,3.1282809699792655,2.3333333333333335,0.33848525911082067
20.0,-0.5271826259369423,50.666666666666664,,,True,2.9935960145805187,2.6666666666666665,0.3992993513429546
21.0,-0.8531022501210628,47.166666666666664,,,True,2.8115001503109127,2.3333333333333335,0.4819008098242576
22.0,-0.9491477679149289,33.50000000000001,,,True,3.9484791844263056,2.0,0.25787783352466476
23.0,-0.8712757437484874,44.70000000000001,,,True,2.899402702004766,1.6666666666666667,0.3741510151953613
24.0,0.10518233673032425,43.833333333333336,,,True,3.102885431931212,1.6666666666666667,0.8429887765560546
25.0,-1.0166269656678086,38.5,,,True,3.3288836792085,3.0,0.5890852627834006
26.0,-0.2783769115552224,30.36666666666667,,,True,4.264902296356513,1.6666666666666667,0.2431665049573136
27.0,-0.9704688117620256,41.300000000000004,,,True,3.1519947159041677,2.3333333333333335,0.4584101073853781
28.0,0.45412354021528367,26.73333333333333,,,True,4.800892880335645,2.6666666666666665,0.7263540553838772
29.0,-0.02780752874497842,34.666666666666664,,,True,3.7106322120065456,2.3333333333333335,0.37384691143829535
30.0,1.9494210533536378,17.933333333333334,,,False,4.36325358850977,1.0,0.43770866963577976
31.0,-0.7749093400843335,27.433333333333337,,,True,4.559845669650622,2.3333333333333335,0.5464990871296102
32.0,-3.611980540955329,21.96666666666667,,,True,2.8369360322322685,2.0,0.33970442224427205
33.0,0.16281850653788418,31.933333333333337,,,True,4.286984984701567,2.3333333333333335,0.937562764371091
34.0,0.4847901592229997,27.933333333333334,,,True,4.125432321673369,1.6666666666666667,0.6407023337427242
35.0,-0.8804078874405986,23.633333333333336,,,True,4.34472842281615,1.3333333333333333,0.3302899902434205
36.0,0.8918754678466155,36.03333333333333,,,True,3.73158840195368,1.3333333333333333,0.5712506579521243
37.0,-0.11186706804725806,32.1,,,True,4.095636159145605,2.6666666666666665,0.7510509224081311
38.0,0.7299758038057772,29.066666666666666,,,True,4.524596878407861,3.0,0.8176166055094499
39.0,-0.898773850061859,34.666666666666664,,,True,3.7600313486744033,2.0,0.7020119416439882
40.0,-0.5099191593802925,31.366666666666664,,,True,4.208277593126533,1.6666666666666667,0.3251018178632877
41.0,-0.7871053372674762,29.8,,,True,4.445563185441986,1.6666666666666667,0.39170318173513835
42.0,1.0426966634389647,27.600000000000005,,,True,5.031311002007434,2.3333333333333335,0.38947474139945953
43.0,1.3834166305006548,27.266666666666666,,,True,4.748197604827623,2.0,0.6086978521680894
44.0,1.6142868014002036,26.76666666666667,,,True,5.559096278017839,2.0,0.40779445635777734
45.0,0.4465910234581809,35.13333333333333,,,True,3.697934658932853,1.0,0.15147510719140253
46.0,1.2510291870944847,27.599999999999998,,,True,4.639008097164865,1.6666666666666667,0.40869908839970065
47.0,2.2307939775366843,22.366666666666664,,,True,5.893751976085032,2.0,0.3298477372236312
48.0,1.0839885256148698,24.833333333333332,,,True,5.1570100842933835,1.6666666666666667,0.4999327814148144
49.0,1.6317781738180106,26.86666666666667,,,True,4.9948996443755815,1.3333333333333333,0.3253785666381878
50.0,1.7003390196424943,27.96666666666667,,,True,4.577671610944017,2.0,0.2922145083030836
51.0,0.7595262885262871,25.333333333333332,,,True,5.1341948544784755,2.3333333333333335,0.41657195854475676
52.0,-0.7015653766384625,26.26666666666667,,,False,4.14368493677647,1.3333333333333333,0.37251737795479495
53.0,0.6462043328892091,23.133333333333336,,,True,5.009025446817379,3.0,0.45463307026993066
54.0,2.2358118339169777,24.53333333333333,,,True,5.2244092518581295,1.3333333333333333,0.6931152850104135
55.0,1.8040376469972523,30.333333333333332,,,True,4.533798559407278,2.3333333333333335,0.9716892384669585
56.0,2.1872024464974493,21.233333333333334,,,True,5.79170286762984,2.0,0.26370856519376024
57.0,14.139810335917312,16.233333333333334,,,True,7.385869270970943,2.0,0.5811302626631103
58.0,2.0192964826023645,22.099999999999998,,,True,5.9998462099952095,0.0,0.0
59.0,1.9554013560569559,23.566666666666666,,,True,5.453019796800439,2.0,0.3339525268398091
60.0,2.448980667542055,27.066666666666663,,,True,5.049825862246034,2.6666666666666665,0.5289722937912112
61.0,1.5238755185195034,24.76666666666667,,,True,5.208954660751916,2.0,0.5900253105488239
62.0,1.866119241773962,24.166666666666668,,,True,5.346948697361,2.3333333333333335,0.22946542620131768
63.0,1.555644101037857,22.066666666666663,,,True,5.301314386062585,1.3333333333333333,0.5166472310057587
64.0,9.16413767157479,15.066666666666668,,,True,7.284296536527397,1.6666666666666667,0.32069800267755866
65.0,2.479097200970618,23.066666666666666,,,True,5.696603776387232,1.3333333333333333,0.13512825497254766
66.0,2.9033373987781577,19.533333333333335,,,True,6.722833590098365,2.6666666666666665,0.666948016948787
67.0,1.5639677465518897,19.86666666666667,,,True,6.501194686035768,2.3333333333333335,0.4201031985509611
68.0,3.7276855286970387,18.96666666666667,,,True,6.753303471110901,1.3333333333333333,0.5181234679704103
69.0,3.6624193526592084,21.833333333333332,,,True,6.039791101106135,1.6666666666666667,0.4255719499127804
70.0,2.1895284523655305,23.866666666666664,,,True,5.37784901330305,2.6666666666666665,0.3323360734217435
71.0,3.0681076923076915,20.033333333333335,,,True,6.422585472786264,1.6666666666666667,0.21761066983893682
72.0,1.9172388368430884,22.166666666666668,,,True,5.9338912876688426,1.0,0.6545969183787943
73.0,3.559464746265771,22.166666666666668,,,True,5.83962578696152,1.0,0.8012952883796783
74.0,2.5540707724741663,21.96666666666667,,,True,5.837225857444973,1.3333333333333333,0.7110179419789494
75.0,3.478506984912798,20.7,,,True,6.2623460404793185,1.6666666666666667,0.5068276385265117
76.0,2.6715888127729563,23.600000000000005,,,True,5.593123308872106,1.0,0.8648667715861791
77.0,3.3589670589668166,20.666666666666668,,,True,6.245354041426121,0.6666666666666666,0.13769237692748368
78.0,1.5909796351999557,23.333333333333332,,,True,5.474593338041996,1.6666666666666667,0.5630980603724852
79.0,1.7226939874300455,21.900000000000002,,,True,5.871872435238569,2.0,0.8978939676781937
80.0,3.871959672431513,19.166666666666668,,,True,6.755373894958119,2.3333333333333335,0.23894489593129598
81.0,3.1177319287625505,18.600000000000005,,,True,6.921106576425049,2.0,0.38444197808432595
82.0,2.7503846384270543,20.566666666666666,,,True,6.281797158757907,2.0,0.41756812211504624
83.0,2.0498984171458248,19.96666666666667,,,True,6.457534465082602,1.6666666666666667,0.3622626489208643
84.0,2.736698944619737,21.53333333333333,,,True,5.949516752838285,1.3333333333333333,0.24598705001427135
85.0,1.3401154594425606,12.433333333333332,,,False,5.5872938928770814,1.0,0.1282225892278502
86.0,1.9326073624772322,18.7,,,False,7.205948845195848,2.0,0.6121328581762527
87.0,3.5228452963295744,18.366666666666667,,,True,7.1223546698724185,1.0,0.23625451474794446
88.0,3.724186456264784,20.433333333333334,,,True,6.4631731506653125,2.0,0.44380465151308296
89.0,3.6476346813089244,20.166666666666668,,,True,6.397559181586412,1.3333333333333333,0.20047668002098298
90.0,1.00420879577423,14.0,,,True,5.388214797197846,1.0,0.1844403129003395
91.0,3.6006003482474065,15.966666666666667,,,True,7.9969167776922925,2.3333333333333335,0.4858281894654641
92.0,2.687208402176367,19.333333333333336,,,True,6.699520076348306,2.0,0.4608600404294883
93.0,3.3993012459960625,18.666666666666668,,,True,6.8868324185909815,1.3333333333333333,0.37626386268600304
94.0,2.852888989271602,20.733333333333334,,,True,6.2367322116110415,2.0,0.3417998663683619
95.0,2.2626774509775767,19.099999999999998,,,True,6.686391753884529,1.6666666666666667,0.5459672151903542
96.0,2.6584790846789192,21.46666666666667,,,True,5.998871304786156,2.0,0.7044965128496412
97.0,2.8045875761709547,17.666666666666668,,,True,7.283428867220888,2.0,0.6639454855559634
98.0,1.5234467314736546,15.033333333333333,,,True,6.331983792053165,1.0,0.27889326504916195
99.0,4.133841240278891,14.633333333333333,,,True,8.186102516033738,1.3333333333333333,0.56863573160161
100.0,2.121171920891998,21.833333333333332,,,True,5.905684599861837,1.3333333333333333,0.34014579748404034
101.0,3.1993167495854067,18.5,,,True,6.946160303905045,2.6666666666666665,0.3431421559050681
102.0,4.0842043949479425,18.033333333333335,,,True,7.085991213633494,1.6666666666666667,0.9434658366608506
103.0,2.6149286453059686,17.566666666666666,,,True,7.27456661177347,1.6666666666666667,0.24853272536031012
104.0,1.2433230840137497,19.1,,,True,6.719432100921559,2.3333333333333335,0.2679718913552905
105.0,2.7408521348186663,19.2,,,True,6.651450264536494,1.3333333333333333,0.5110091129513173
106.0,2.535006138343784,19.933333333333334,,,True,6.4696924096772825,1.3333333333333333,0.412526131346711
107.0,3.075735559839702,19.23333333333333,,,True,6.718765705184805,1.6666666666666667,0.29676760734107077
108.0,2.559780291851123,18.53333333333333,,,True,7.031751498105462,2.0,0.47471209357649946
109.0,2.4499173363971107,16.633333333333336,,,True,7.674721199990086,2.3333333333333335,0.49720924516414106
