Episode,Average_Reward,Travel_Time,Time_to_Collision,Distance_to_Collision,Success,Average_Speed,Affected_Followers,Avg_Deceleration
1,6.818181818181818,9.9,,,True,11.58925038249938,1,4.499999999999993
2,3.5454545454545454,11.0,,,True,10.509007623943733,1,0.6439092217711817
3,4.946902654867257,11.3,,,True,10.224879560247018,2,0.047153502822907534
4,4.628099173553719,12.100000000000001,,,True,9.539448420277745,1,0.062466252870700956
5,-3.6986301369863015,7.300000000000001,4.4,76.82288304828433,False,15.707487441681948,1,0.05089034958864147
6,1.0422535211267605,7.1000000000000005,,,True,16.072500981554505,0,0.0
7,-0.6904761904761905,21.0,9.3,76.21944882541737,False,5.5247045737387745,2,0.08670693581914968
8,-0.0641025641025641,15.600000000000001,,,True,7.426960138602706,3,0.5782777139409845
9,-1.3354430379746836,15.8,8.0,75.97253224022539,False,7.33753110484898,2,0.21385814376395196
10,-1.618421052631579,15.200000000000001,9.1,76.15265996675255,False,7.625967284627661,3,1.5096475118955184
11,3.3461538461538463,10.4,7.2,76.65952615732351,False,11.065150478399888,1,0.42778663704625686
12,0.3582089552238806,6.7,4.3,76.57415706882767,False,17.16856320256709,1,0.8960015380139996
13,-0.14736842105263157,19.0,,,True,6.09759862623268,3,0.10629497853639129
14,0.32507739938080493,32.300000000000004,,,True,3.6031827659866313,3,0.10979093706394123
15,-1.0027397260273974,36.5,,,True,3.186855480522905,3,0.23966173678868183
16,-1.818840579710145,13.8,8.0,76.23678776029547,False,8.395319528418472,3,1.1476682076774065
17,1.1625,16.0,,,True,7.243983900745968,1,0.10460750128407525
18,-2.830769230769231,13.0,7.2,76.29051676024224,False,8.8738842227209,3,0.679943433676066
19,-2.298507462686567,13.4,8.1,76.01771938338044,False,8.64423997383582,3,0.3846041689108078
20,1.303030303030303,6.6000000000000005,,,True,17.345470813530238,1,0.6415334714685983
21,4.758928571428571,11.200000000000001,,,True,10.315018106242821,1,0.16224252559490004
22,1.056910569105691,12.3,8.3,76.25706219264904,False,9.364494739361664,2,0.34895515037412395
23,-0.8870967741935484,6.2,,,True,18.34652497839452,0,0.0
24,-0.1686746987951807,24.900000000000002,,,True,4.663998107017971,2,0.4711214096616656
25,-8.766666666666667,6.0,4.0,76.76355143979055,False,18.917648985784318,1,0.0
26,1.8448275862068966,11.600000000000001,,,True,9.970247482236621,2,0.3795244986015378
27,0.5862068965517241,11.600000000000001,,,True,9.947182099047627,1,0.3928454900019851
