Episode,Average_Reward,Travel_Time,Time_to_Collision,Distance_to_Collision,Success,Average_Speed,Affected_Followers,Avg_Deceleration
1,-0.909497373029766,57.1,,,True,2.0421219080057216,0,0.0
2,-0.8990886319845929,51.900000000000006,,,True,2.2405125989809203,1,1.150019901040995
3,-0.7559712230215847,41.7,,,True,2.7943186026095104,1,1.6316290575722725
4,-1.4485793269230833,41.6,,,True,2.8038888395243386,3,0.2836785739684444
5,-1.2733612167300297,52.6,,,True,2.2164189022729053,2,0.0495248227813061
6,-1.0252622950819676,48.800000000000004,,,True,2.3865922373824366,2,0.4594285573822665
7,-1.312911634756995,67.9,,,True,1.7190225487903283,3,0.2131136628395014
8,-0.8404139264990406,51.7,,,True,2.255843164198114,2,0.19822780603013568
9,-0.8443797752808934,44.5,,,True,2.6230068524604104,1,0.5941173244190701
10,-0.8147655172413856,43.5,,,True,2.6807785252842318,2,0.6972095670638101
11,-1.3270405268490373,98.7,,,True,1.1817948763603272,2,0.2505721427368446
12,-0.7222713936430328,40.900000000000006,,,True,2.8463609144229536,1,0.04697895673714925
13,-1.5949879310344892,58.0,57.900000000000006,85.94976993239693,False,1.9503241513713392,3,0.22237382532331984
14,-1.029,1.6,,,True,2.2095613249688917,3,0.1971119486644879
15,-1.842741935483871,24.8,19.200000000000003,76.28857937871747,False,4.7059744200227405,2,0.09476425478287087
16,-1.4444483471074359,48.400000000000006,,,True,2.4025604141481702,2,0.6651143700314011
17,-1.1147435424354126,54.2,,,True,2.152258369601732,1,1.1534016869153607
18,-1.2225057618437813,78.10000000000001,,,True,1.4902208296106803,1,1.24949857034383
19,-0.6179051987767544,32.7,,,True,3.5581758627747386,2,1.6712684983739434
20,-0.9395640686921992,75.7,,,True,1.539037030640736,2,0.4653040401608566
21,-1.4380400866738827,92.30000000000001,,,True,1.2608076523664264,1,0.38604715567388315
22,-0.8890183823529445,27.200000000000003,,,True,4.286535730964785,3,0.48000117983087937
23,-1.0192747358309309,104.10000000000001,,,True,1.1208938884955526,2,0.4115374730339494
24,-0.7588174157303397,35.6,,,True,3.2744280940867565,2,0.8662167905121976
25,-1.4613685567010264,38.800000000000004,,,True,3.0024329001623906,2,0.5530376500699719
26,-1.23916349809887,52.6,,,True,2.2153057105807017,1,0.7627164402566233
27,-1.1618134556574982,32.7,32.6,69.5197972885634,False,2.136345855599767,0,0.0
28,-0.961483870967744,18.6,,,True,2.5143653665153325,2,0.31429553821128664
29,-0.726282420749271,34.7,,,True,3.3535507298306833,2,0.17136712749323824
30,-0.9269202037351432,58.900000000000006,,,True,1.9770070627374643,1,0.08760064218023444
31,-0.9331647446458009,60.7,,,True,1.9206712310865268,3,0.705993045430251
32,-0.9220270270270232,55.5,,,True,2.1013936043793557,3,0.33773468140258317
33,-2.0050397350993268,45.300000000000004,,,True,2.576295141704408,2,0.10148662092285043
34,-0.8278328358208993,33.5,,,True,3.470792652344925,0,0.0
35,-0.6762177650429799,34.9,,,True,3.3454397674808987,3,0.3913576170160245
36,-1.6562602941176645,68.0,,,True,1.7146600705893875,2,0.13165971042259583
37,-0.882833333333329,42.0,,,True,2.770964478236401,1,0.5002310173856284
38,-1.2118201892744518,63.400000000000006,,,True,1.8350348208555125,2,0.6366524527178363
39,-0.6984255952381004,33.6,,,True,3.459190926327922,1,0.30659968816885375
40,-0.5012087542087498,29.700000000000003,,,True,3.9253958063176078,3,1.1259713826832485
41,-0.7693380281690129,35.5,,,True,3.2763462945169213,1,0.2927572979384152
42,-1.2694595141700435,49.400000000000006,,,True,2.363172807940637,2,0.7821442293164571
43,-1.2941174785100318,34.9,34.800000000000004,56.79946179881728,False,1.6351077103365235,0,0.0
44,-1.0205685785536192,40.1,,,True,1.4881354908134443,3,0.2070379639622407
